VAR00001,a63,a7a,a11,a62,e90f,e10,e11,e8901,e8902,e8903,e8904,e8905,e8906,e8907,e8908,e8909,e8910,e89a,s1,s41,s42,s43,s44,s45
 ,3,6,110,100000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,-1,7,16,20000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,3,6,60,40000, ,5,6,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,50,82
 ,2,6,64.4000015258789,30000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,4,3,74,80000, ,9,8,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,49,80
 ,1,1,45,0, , , , , , , , , , , , , , ,2,5,8,23,40,71
 ,2,4,98,60000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,4,4,50,70000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,4,6,160,100000, ,6,7,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,51,84
 ,3,1,51,45000, ,3,5,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,39,70
 ,3,7,48,50000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,4,6,90,200000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,2,3,60,10000, ,6,8,0,0,0,0,0,0,0,0,1,0, ,2,5,8,24,43,74
 ,3,4,85,35000, ,5,6,0,1,0,0,0,0,0,0,1,1, ,2,5,10,26,52,85
 ,3,6,63,48000, ,8,7,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,2,6,40,40000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,3,7,50,20000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,3,4,60,40000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,1,4,80,24000, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,54,87
 ,3,6,70,50000, , , , , , , , , , , , , , ,2,5,8,23,40,71
 ,2,3,40,20000, ,5,5,0,1,0,0,0,0,0,0,0,0, ,1,5,8,24,44,75
 ,3,4,115,60000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,4,1,100,60000, ,9,8,0,0,0,1,0,0,0,0,1,1, ,2,5,10,26,51,84
 ,2,4,75,20000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,5,4,61,80000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,3,6,79,130000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,2,4,120,40000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,4,1,110,85000, ,9,8,0,0,0,0,0,0,0,0,0,1, ,2,5,10,26,50,82
 ,2,4,100,50000, , , , , , , , , , , , , , ,2,5,10,26,52,85
 ,3,1,80,50000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,5,4,600,70000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,2,5,9,25,48,79
 ,5,4,120,60000, , , , , , , , , , , , , , ,2,5,11,27,55,88
 ,1,12,55,60000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,1,10,40,70000, ,6,8,0,0,0,0,0,0,1,0,0,0, ,1,5,8,23,42,73
 ,2,6,73,35000, ,3,6,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,39,70
 ,1,6,60,-3, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,39,70
 ,3,3,977,8000, ,6,9,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,49,80
 ,3,10,63,130000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,54,87
 ,4,4,120,50000, , , , , , , , , , , , , , ,2,5,10,26,51,84
 ,3,12,84,150000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,3,6,130,500000, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,53,86
 ,3,4,60,50000, , , , , , , , , , , , , , ,2,5,10,26,52,85
 ,3,3,260,100000, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,2,5,10,26,51,84
 ,2,-8,70,80000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,2,4,120,20000, , , , , , , , , , , , , , ,2,5,9,25,48,79
 ,4,1,95,50000, , , , , , , , , , , , , , ,2,5,10,26,52,85
 ,5,6,90,100000, ,4,8,0,0,0,0,0,0,0,0,0,1, ,2,5,9,25,49,81
 ,5,3,70,55000, , , , , , , , , , , , , , ,2,5,10,26,52,85
 ,2,3,71,10000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,1,6,50,50000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,42,73
 ,5,4,90,20000, , , , , , , , , , , , , , ,2,5,10,26,52,85
 ,2,7,60,0, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,4,4,80,20000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,3,13,35.7999992370605,100000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,6,1,90,10000, , , , , , , , , , , , , , ,2,5,10,26,51,83
 ,3,12,80,120000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,4,3,300,120000, , , , , , , , , , , , , , ,2,5,10,26,51,84
 ,3,12,70,84000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,3,3,105,13000, , , , , , , , , , , , , , ,2,5,11,27,55,88
 ,1,4,15,0, ,2,3,0,0,0,0,0,0,0,0,0,0,电,1,5,11,27,53,86
 ,5,4,200,100000, ,9,9,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,50,82
 ,4,12,45,40000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,3,4,50,120000, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,3,3,444,30000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,6,2,85,60000, ,2,3,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,2,6,90,60000, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,5,4,16,10000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,3,10,70,80000, , , , , , , , , , , , , , ,2,5,10,26,51,83
 ,3,3,100,50000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,5,3,70,45000, , , , , , , , , , , , , , ,2,5,9,25,48,79
 ,5,7,117,60000, ,6,8,0,0,0,0,0,0,0,0,1,1, ,2,5,8,24,45,76
 ,4,6,100,30000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,2,1,150,7000, , , , , , , , , , , , , , ,2,5,10,26,51,83
 ,2,3,100,40000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,1,3,50,10000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,5,4,70,40000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,2,6,70,100000, ,6,6,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,3,6,60,50000, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,1,6,70,10000, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,3,4,60,20000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,4,4,80,80000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,1,12,84,100000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,1,3,100,40000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,5,3,70,65000, , , , , , , , , , , , , , ,2,5,10,26,51,83
 ,5,10,90,100000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,4,3,100,30000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,1,6,70,20000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,2,6,90,50000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,5,1,89,14000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,2,3,85,40000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,1,7,54,36000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,2,10,80,200000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,2,10,72,50000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,4,3,84,100000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,2,4,107,-3, ,8,8,0,0,0,0,1,0,0,0,0,0, ,1,5,8,24,44,75
 ,1,3,40,12000, ,4,7,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,53,86
 ,2,4,40,30000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,1,4,45,13440, , , , , , , , , , , , , , ,2,5,8,23,40,71
 ,1,4,50,-3, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,5,3,60,25000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,1,6,102,200000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,2,12,77,100000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,54,87
 ,4,3,45,20000, ,7,9,0,1,0,0,0,0,0,0,0,0, ,2,5,9,25,48,79
 ,2,6,60,10000, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,2,4,78,80000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,1,12,30,200000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,2,1,80,10000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,2,3,65,60000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,1,5,58,75000, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,2,4,40,20000, ,5,3,0,0,0,0,0,0,0,0,0,0,电,2,5,8,24,45,76
 ,2,10,64,50000, ,4,6,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,39,70
 ,3,1,60,0, , , , , , , , , , , , , , ,2,5,8,23,40,71
 ,2,12,60,80000, ,5,6,0,0,0,0,1,0,0,0,0,0, ,2,5,8,23,40,71
 ,5,4,100,30000, ,5,8,0,0,0,0,1,0,0,0,1,0, ,2,5,8,24,45,76
 ,1,6,60,20000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,1,12,72.0999984741211,38000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,1,4,44,22000, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,4,1,100,40000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,2,3,50,5000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,3,4,95,50000, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,5,10,26,52,85
 ,5,3,80,10000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,4,3,96,-2, , , , , , , , , , , , , , ,2,5,9,25,48,79
 ,1,12,130,100000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,2,11,68,48000, ,2,2,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,7,1,120,90000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,4,1,117,40000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,2,4,105,15000, ,4,6,0,0,0,0,1,0,0,0,0,0, ,1,5,8,24,46,77
 ,2,3,100,15000, , , , , , , , , , , , , , ,2,5,10,26,51,84
 ,5,4,60,60000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,3,6,62,50000, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,2,4,54,30000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,1,3,90,0, ,9,7,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,48,79
 ,3,12,70,15000, ,4,5,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,42,73
 ,3,5,60,17000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,3,3,60,20000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,2,5,8,23,40,71
 ,3,1,65,10000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,2,10,130,80000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,2,3,70,40000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,2,3,85,35000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,2,4,52,10000, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,5,8,24,46,77
 ,1,6,27,20000, ,5,3,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,42,73
 ,5,4,100,100000, ,6,5,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,49,80
 ,2,3,80,20000, ,6,4,0,0,0,0,0,0,0,0,0,0,电,2,5,8,23,40,71
 ,2,4,78,50000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,3,3,68,48000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,1,12,75,120000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,2,5,8,23,40,71
 ,2,1,52,30000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,2,3,50,12000, , , , , , , , , , , , , , ,2,5,8,23,40,71
 ,4,3,70,60000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,3,4,100,15000, ,7,8,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,52,85
 ,2,9,88,80000, , , , , , , , , , , , , , ,2,5,8,23,40,71
 ,3,3,200,50000, , , , , , , , , , , , , , ,2,5,10,26,51,83
 ,1,3,80,7000, , , , , , , , , , , , , , ,2,5,11,27,55,88
 ,2,4,70,100000, ,4,6,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,51,83
 ,2,12,50,30000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,4,3,120,20000, ,5,6,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,50,82
 ,1,4,120,10000, , , , , , , , , , , , , , ,2,5,11,27,55,88
 ,2,3,70,40000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,1,5,8,24,46,77
 ,1,12,77,100000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,2,6,65,50000, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,2,1,90,12000, ,4,7,0,0,0,0,1,0,0,0,1,0, ,2,5,8,24,45,76
 ,2,3,80,30000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,2,4,78,20000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,2,5,11,27,55,88
 ,7,3,100,25000, ,5,8,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,51,83
 ,2,3,60,20000, ,5,6,0,1,0,0,1,0,0,0,0,1, ,1,5,8,24,44,75
 ,4,9,64,-3, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,3,3,65,72000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,5,3,100,30000, ,5,6,0,0,0,0,0,0,0,0,1,1, ,2,5,9,25,47,78
 ,3,4,58.7999992370605,50000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,1,1,40,720, ,8,7,0,0,0,0,0,0,0,0,1,1, ,2,5,11,27,55,88
 ,2,6,55,50400, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,2,3,70,10000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,3,9,90,80000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,3,6,150,100000, , , , , , , , , , , , , , ,2,5,10,26,51,83
 ,3,6,60,80000, ,4,6,0,0,0,0,0,0,0,0,0,0,电,1,5,11,27,53,86
 ,1,12,40,-2, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,5,4,180,100000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,2,4,40,600000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,4,12,72,70000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,5,8,24,46,77
 ,2,3,60,60000, , , , , , , , , , , , , , ,2,5,10,26,51,84
 ,1,4,78,60000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,1,12,78,70000, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,3,4,57,30000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,2,3,54,6000, ,9,9,0,0,0,0,0,0,0,0,0,1, ,2,5,11,27,55,88
 ,1,6,62,15000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,2,3,114,12000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,3,12,83.9000015258789,50000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,4,4,120,10000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,2,7,80,100000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,3,6,69,50000, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,3,12,70,30000, ,6,9,0,0,0,0,0,0,0,0,0,0,电,1,5,11,27,54,87
 ,2,6,100,50000, ,5,7,0,0,0,0,0,0,0,0,1,0, ,2,5,8,24,43,74
 ,3,8,53,40000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,2,3,104,200000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,5,6,73,-3, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,3,3,60,10000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,1,3,54,10000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,3,4,100,70000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,4,3,80,20000, ,5,8,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,47,78
 ,1,12,60,100000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,5,3,80,30000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,1,12,54,10000, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,53,86
 ,3,6,90,20000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,1,6,0,1800, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,3,9,45,500000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,2,4,79,100000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,3,4,88,60000, ,4,7,0,0,0,0,0,0,0,0,0,1, ,2,5,9,25,47,78
 ,2,13,57,50000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,2,3,70,30000, , , , , , , , , , , , , , ,2,5,9,25,48,79
 ,2,4,60,40000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,3,12,75,100000, ,3,5,0,0,0,0,0,1,0,0,0,0, ,1,5,8,24,46,77
 ,5,10,112,50000, ,9,9,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,49,80
 ,4,3,120,40000, ,6,7,0,1,0,0,1,0,0,0,0,0, ,1,5,8,24,44,75
 ,2,4,60,80000, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,2,4,70,36000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,4,4,140,50000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,5,3,85,30000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,3,11,120,60000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,2,3,85,30000, , , , , , , , , , , , , , ,2,5,10,26,52,85
 ,2,7,121,100000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,2,8,36,40000, ,3,-8,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,53,86
 ,4,4,100,0, ,7,9,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,49,81
 ,1,4,80,-1, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,4,3,100,30000, ,3,4,0,0,0,0,0,0,0,0,0,1, ,2,5,10,26,51,84
 ,3,3,60,20000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,1,4,40,20000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,3,4,65,70000, ,4,5,0,0,1,0,0,0,0,0,0,0, ,2,5,9,25,49,80
 ,3,9,97,100000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,2,1,70,20000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,3,12,90,10000, , , , , , , , , , , , , , ,2,5,11,27,55,88
 ,2,6,60,100000, , , , , , , , , , , , , , ,2,5,8,23,40,71
 ,5,6,64,50000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,2,3,100,4000, ,3,5,0,0,0,0,0,0,0,0,0,1, ,2,5,10,26,51,84
 ,3,6,60,40000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,3,12,80,-3, ,8,9,0,0,0,0,0,0,0,0,0,0,电,1,5,8,24,44,75
 ,3,4,100,40000, , , , , , , , , , , , , , ,2,5,9,25,48,79
 ,2,4,54,25000, ,3,4,0,0,0,0,0,0,0,0,0,1, ,2,5,8,24,45,76
 ,2,6,80,50000, ,6,7,0,0,0,0,0,0,0,0,0,0,电,2,5,8,23,40,71
 ,2,6,45,50000, ,8,9,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,3,3,90,90000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,4,3,70,40000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,4,3,60,4000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,2,6,63,20000, ,6,7,0,0,0,0,0,0,0,0,0,1, ,2,5,9,25,49,80
 ,3,6,114,50000, ,5,6,0,1,0,0,0,0,0,0,0,0, ,2,5,8,24,43,74
 ,3,9,40,20000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,3,4,75,60000, ,1,1,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,56,89
 ,3,7,65.5999984741211,90000, , , , , , , , , , , , , , ,1,5,8,23,41,72
 ,4,3,100,25000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,2,4,62,40000, ,4,6,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,4,5,45,-3, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,39,70
 ,2,3,80,10000, ,5,7,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,49,81
 ,2,3,70,6000, ,5,7,0,0,0,0,0,0,0,0,0,1, ,2,5,9,25,49,80
 ,2,4,77,-3, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,2,4,64,21000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,3,6,90,80000, , , , , , , , , , , , , , ,2,5,10,26,52,85
 ,1,4,9,100000, , , , , , , , , , , , , , ,1,5,11,27,56,89
 ,5,1,100,210000, , , , , , , , , , , , , , ,2,5,9,25,49,81
 ,3,7,120,150000,850,9,9,1,0,1,1,0,0,0,0,1,1, ,2,5,10,26,50,82
 ,5,4,120,40000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,2,7,42,60000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,4,4,80,70000, ,8,8,0,0,0,0,0,0,0,0,0,1, ,2,5,10,26,51,83
 ,1,3,47,13000, ,5,5,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,41,72
 ,6,4,80,50000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,2,4,110,30000, ,7,7,0,1,0,0,1,0,0,0,0,0, ,2,5,8,24,45,76
 ,2,6,40,-2, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,2,4,60,70000, ,5,6,0,0,0,0,0,0,1,0,0,0, ,1,5,11,27,53,86
 ,1,4,72,15000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,1,13,60,65000, , , , , , , , , , , , , , ,1,5,11,27,54,87
 ,3,4,200,40000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,3,4,120,100000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,6,4,100,200000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,6,4,135,100000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,1,1,65,30000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,2,5,8,24,45,76
 ,2,3,90,20000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,4,4,165,40000, , , , , , , , , , , , , , ,2,5,9,25,49,80
 ,1,3,39,28000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,3,10,60,90000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,2,6,62,7000, ,3,2,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,2,10,84,70000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,2,3,60,90000, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,2,3,110,15000, , , , , , , , , , , , , , ,2,5,11,27,55,88
 ,3,4,72,60000, , , , , , , , , , , , , , ,2,5,8,24,43,74
 ,3,4,78,50000, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,5,8,23,41,72
 ,2,3,40,-3, ,6,5,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,42,73
 ,5,1,100,30000, ,9,9,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,48,79
 ,4,3,200,80000, ,6,8,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,51,84
 ,2,12,63,60000, ,4,5,0,0,1,0,1,0,0,0,0,0, ,1,5,8,23,41,72
 ,3,1,64,90000, ,2,4,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,39,70
 ,4,3,67,30000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,4,3,90,0, ,8,8,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,51,83
 ,2,6,66,12000, ,5,6,0,0,0,0,0,0,0,0,0,0,电,1,5,8,24,44,75
 ,3,10,90,60000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,3,6,70,100000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,5,8,24,44,75
 ,2,6,76,60000, ,4,6,0,0,0,0,1,0,0,0,0,0, ,2,5,8,23,40,71
 ,3,6,75,-3, ,5,7,0,0,0,0,0,0,1,0,0,0, ,1,5,8,24,46,77
 ,3,3,70,8000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,3,11,125,320000, ,5,3,0,0,0,0,1,0,0,0,0,0, ,1,5,8,24,46,77
 ,2,4,60,20000, , , , , , , , , , , , , , ,1,5,8,24,44,75
 ,4,3,70,30000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,4,4,100,40000, , , , , , , , , , , , , , ,2,5,10,26,51,84
 ,2,4,54,53280, , , , , , , , , , , , , , ,1,5,11,27,53,86
 ,5,3,52.7000007629395,44400, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,5,11,27,53,86
 ,2,3,65,4000, ,7,8,0,0,0,0,0,0,0,0,1,0, ,2,5,9,25,47,78
 ,3,6,64,96000, ,4,5,0,0,0,0,1,0,0,0,0,0, ,1,5,8,23,41,72
 ,3,4,200,25000, ,8,9,0,1,0,0,1,0,0,0,0,0, ,2,5,9,25,48,79
 ,2,3,54,24000, , , , , , , , , , , , , , ,1,5,8,23,39,70
 ,3,3,78,50000, ,8,9,0,0,0,0,0,0,0,0,1,1, ,2,5,11,27,55,88
 ,2,3,90,9910000, , , , , , , , , , , , , , ,2,5,8,24,45,76
 ,4,6,50,30000, , , , , , , , , , , , , , ,2,5,10,26,50,82
 ,3,3,59,20000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,6,4,110,70000, , , , , , , , , , , , , , ,2,5,9,25,47,78
 ,3,3,180,120000, ,9,9,0,0,1,0,0,0,0,0,1,0, ,2,5,10,26,51,84
 ,4,1,84,200000, , , , , , , , , , , , , , ,1,5,8,23,42,73
 ,2,6,78,50000, , , , , , , , , , , , , , ,1,5,8,24,46,77
 ,6,1,150,50000, ,4,7,0,0,0,0,0,0,0,0,1,0, ,2,5,10,26,50,82
